,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
7967,66365440,3,Capeyron,100%,100%,Private room,49,35.0,"['email', 'phone']",1 shared 1 half-bath,478.0,Valérie,51941722,1.0,shared 1 half-bath,51941722
7968,107435252,0,Le Burck,100%,100%,Private room,31,45.0,"['email', 'phone']",1 shared bath,517.0,Léa,51954352,1.0,shared bath,51954352
7969,48332807,1,Bordeaux Sud,100%,100%,Entire home/apt,31,60.0,"['email', 'phone']",1 bath,81.0,Anne Céline,51956170,1.0,bath,51956170
7970,148358194,15,Bordeaux Sud,87%,100%,Entire home/apt,41,100.0,"['email', 'phone']",1 bath,551.0,Juliette,51956583,1.0,bath,51956583
7971,348233869,34,Centre ville (Bordeaux),80%,100%,Entire home/apt,40,213.0,"['email', 'phone']",2 baths,403.0,Marine,51961094,2.0,baths,51961094
7972,108607184,6,La Bastide,71%,100%,Entire home/apt,30,70.0,"['email', 'phone']",1 bath,598.0,Marion,51961183,1.0,bath,51961183
7973,152933613,1,Lormont,75%,67%,Private room,7,50.0,"['email', 'phone']",1 shared bath,84.0,Lucas,51559780,1.0,shared bath,51559780
7974,299515328,100,Floirac,99%,93%,Entire home/apt,44,61.0,"['email', 'phone']",1.5 baths,1000.0,Aurélie,51638969,1.5,baths,51638969
7975,11626179,5,Le Bouscat,100%,100%,Entire home/apt,63,243.0,"['email', 'phone', 'work_email']",2 baths,1000.0,Christophe,51571880,2.0,baths,51571880
7976,10268017,3,Artigues-Prs-Bordeaux,75%,100%,Entire home/apt,45,195.0,"['email', 'phone']",2 baths,1000.0,Emma,51650477,2.0,baths,51650477
7977,59471820,5,Nansouty - Saint Gens,88%,100%,Entire home/apt,38,70.0,"['email', 'phone', 'work_email']",1 bath,528.0,Mikael,51573339,1.0,bath,51573339
7978,157937752,3,Bordeaux Maritime,99%,96%,Entire home/apt,33,245.0,"['email', 'phone']",1 bath,40.0,Louis,51573845,1.0,bath,51573845
7979,52380007,29,Nansouty - Saint Gens,97%,90%,Entire home/apt,9,80.0,"['email', 'phone']",1 bath,379.0,Al,51974933,1.0,bath,51974933
7980,12508862,3,Plaisance-Loret-Maregue,71%,100%,Entire home/apt,38,40.0,"['email', 'phone']",1 bath,779.0,Jennifer,51653628,1.0,bath,51653628
7981,5358514,21,Bordeaux Maritime,77%,91%,Private room,45,50.0,"['email', 'phone', 'work_email']",1 shared bath,1000.0,Fabien,51975777,1.0,shared bath,51975777
7982,417802448,0,Nansouty - Saint Gens,0%,100%,Entire home/apt,57,317.0,"['email', 'phone']",3.5 baths,1000.0,Frédéric,51574421,3.5,baths,51574421
7985,416149338,0,Le Haillan,62%,100%,Entire home/apt,52,60.0,"['email', 'phone']",1 bath,48.0,Julien,51659706,1.0,bath,51659706
7986,420982286,9,Talence,53%,100%,Entire home/apt,36,50.0,['phone'],1 bath,639.0,Olivier,51981903,1.0,bath,51981903
7987,27904440,54,Eysines,99%,100%,Entire home/apt,52,77.0,"['email', 'phone']",1 bath,1000.0,Laetitia,51983847,1.0,bath,51983847
7990,15060172,26,Bourran,95%,100%,Entire home/apt,43,86.0,"['email', 'phone']",1 bath,803.0,Manuel,51579235,1.0,bath,51579235
7991,18796190,54,Bordeaux Sud,99%,97%,Entire home/apt,38,66.0,"['email', 'phone']",1 bath,1000.0,Julie,51662073,1.0,bath,51662073
7992,28545104,33,Talence,89%,100%,Entire home/apt,23,57.0,"['email', 'phone']",1 bath,423.0,Marie,51663156,1.0,bath,51663156
7993,241704010,7,Le Haillan,100%,100%,Private room,28,60.0,['phone'],1 private bath,517.0,Philippe,51664623,1.0,private bath,51664623
7994,30004484,20,Bordeaux Maritime,75%,100%,Private room,47,42.0,"['email', 'phone']",1 shared bath,525.0,Stéphanie,51579376,1.0,shared bath,51579376
7996,421224360,5,Le Bouscat,100%,100%,Private room,39,40.0,"['email', 'phone']",1 shared bath,1000.0,Elisabeth,52018341,1.0,shared bath,52018341
7997,107435252,0,Le Burck,100%,100%,Private room,31,45.0,"['email', 'phone']",1 shared bath,520.0,Léa,52019193,1.0,shared bath,52019193
7998,30004484,37,Bordeaux Maritime,75%,100%,Entire home/apt,37,82.0,"['email', 'phone']",1 bath,622.0,Stéphanie,52019495,1.0,bath,52019495
7999,18796190,41,Bordeaux Sud,99%,97%,Entire home/apt,38,66.0,"['email', 'phone']",1 bath,1000.0,Julie,51684677,1.0,bath,51684677
8000,107435252,1,Nos,100%,100%,Private room,31,45.0,"['email', 'phone']",1 shared bath,517.0,Léa,52019661,1.0,shared bath,52019661
8001,321162574,20,Talence,100%,100%,Entire home/apt,28,247.0,"['email', 'phone', 'work_email']",2.5 baths,1000.0,Coralie,51610151,2.5,baths,51610151
8002,329031599,23,Bgles,95%,100%,Private room,51,36.0,"['email', 'phone']",1 shared bath,1000.0,Elianne,51612960,1.0,shared bath,51612960
8004,17332717,1,Caudran,75%,100%,Private room,21,50.0,"['email', 'phone']",1 shared bath,294.0,Anne-Laure,52019679,1.0,shared bath,52019679
8005,11656246,21,Bordeaux Sud,73%,100%,Entire home/apt,52,100.0,"['email', 'phone']",1 bath,1000.0,Sébastien,51708275,1.0,bath,51708275
8006,117490269,20,Le Bouscat,86%,100%,Entire home/apt,30,80.0,"['email', 'phone']",1 bath,514.0,Martin,52020303,1.0,bath,52020303
8007,35645248,1,Centre ville (Bordeaux),50%,100%,Entire home/apt,54,270.0,"['email', 'phone']",2 baths,1000.0,Brigitte,52044018,2.0,baths,52044018
8008,61614393,11,Caudran,69%,100%,Entire home/apt,43,35.0,"['email', 'phone']",1 bath,875.0,Matthieu,51614529,1.0,bath,51614529
8009,32486742,2,Saint Augustin - Tauzin - Alphonse Dupeux,100%,98%,Private room,18,31.0,"['email', 'phone']",1 shared bath,469.0,Sandra,51617733,1.0,shared bath,51617733
8010,32486742,3,Saint Augustin - Tauzin - Alphonse Dupeux,100%,98%,Private room,18,27.0,"['email', 'phone']",1 shared bath,462.0,Sandra,51618301,1.0,shared bath,51618301
8011,32486742,5,Saint Augustin - Tauzin - Alphonse Dupeux,100%,98%,Private room,18,29.0,"['email', 'phone']",1 shared bath,462.0,Sandra,51618387,1.0,shared bath,51618387
8012,336587472,37,Gambetta-Mairie-Lissandre,93%,100%,Entire home/apt,43,188.0,"['phone', 'work_email']",2.5 baths,1000.0,Vincent,52349893,2.5,baths,52349893
8013,414256747,11,Capeyron,100%,67%,Entire home/apt,27,117.0,"['email', 'phone']",1 bath,476.0,Alfred,52357564,1.0,bath,52357564
8014,388398706,6,Caudran,100%,100%,Entire home/apt,7,75.0,"['email', 'phone']",1 bath,356.0,Déolinda,52359372,1.0,bath,52359372
8015,118342344,5,Talence,100%,100%,Private room,49,52.0,"['email', 'phone']",1 private bath,774.0,Cecile,52061523,1.0,private bath,52061523
8016,21871375,4,Nansouty - Saint Gens,99%,97%,Entire home/apt,58,150.0,"['email', 'phone']",1 bath,781.0,Julia,52067520,1.0,bath,52067520
8017,418915816,26,Les Eyquems,100%,100%,Entire home/apt,37,85.0,['phone'],1 bath,1000.0,Remi,51709368,1.0,bath,51709368
8019,164660083,27,Le Bouscat,98%,100%,Private room,15,41.0,"['email', 'phone']",1 private bath,276.0,Laétitia,52083574,1.0,private bath,52083574
8020,18215807,5,Chartrons - Grand Parc - Jardin Public,100%,100%,Entire home/apt,39,250.0,"['email', 'phone']",3 baths,744.0,Florence,51716958,3.0,baths,51716958
8021,261208073,5,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Entire home/apt,63,275.0,"['email', 'phone']",3.5 baths,735.0,Eric,51718874,3.5,baths,51718874
8022,332816551,0,La Bastide,98%,100%,Entire home/apt,43,180.0,"['email', 'phone']",4 baths,1000.0,Patricia,52096859,4.0,baths,52096859
8023,103513797,27,Floirac,92%,100%,Entire home/apt,55,140.0,"['email', 'phone']",1.5 baths,635.0,Juliette,52098361,1.5,baths,52098361
8024,393807117,17,Bordeaux Maritime,65%,100%,Entire home/apt,43,90.0,"['email', 'phone']",1 bath,1000.0,Elodie,52098654,1.0,bath,52098654
8025,48575347,97,Les Eyquems,99%,100%,Entire home/apt,30,61.0,"['email', 'phone']",1 bath,504.0,Pierre,52106958,1.0,bath,52106958
8026,91962080,4,Centre ville (Bordeaux),100%,100%,Private room,16,114.0,"['email', 'phone']",1.5 baths,1000.0,TANG-Home Bordeaux Centre,52122724,1.5,baths,52122724
8027,305864522,0,Lormont,100%,33%,Private room,9,500.0,"['email', 'phone']",1 private bath,556.0,Nacer,52126796,1.0,private bath,52126796
8028,91962080,0,Centre ville (Bordeaux),100%,100%,Private room,13,114.0,"['email', 'phone']",1 shared bath,389.0,TANG-Home Bordeaux Centre,52130459,1.0,shared bath,52130459
8029,91962080,1,Centre ville (Bordeaux),100%,100%,Private room,13,114.0,"['email', 'phone']",1.5 baths,1000.0,TANG-Home Bordeaux Centre,52131314,1.5,baths,52131314
8030,9382960,0,Chartrons - Grand Parc - Jardin Public,93%,94%,Entire home/apt,34,62.0,"['email', 'phone']",1 bath,301.0,Kareen,52136809,1.0,bath,52136809
8031,72691486,0,Chartrons - Grand Parc - Jardin Public,84%,60%,Entire home/apt,34,62.0,"['email', 'phone']",1 bath,301.0,Arnaud,52136814,1.0,bath,52136814
8032,407673695,0,Centre ville (Bordeaux),67%,100%,Entire home/apt,40,50.0,"['email', 'phone']",1.5 baths,334.0,Rod,52137922,1.5,baths,52137922
8033,422114155,28,Caudran,98%,100%,Entire home/apt,32,64.0,"['email', 'phone']",1 bath,1000.0,Sasha,52139037,1.0,bath,52139037
8034,23210400,35,Bgles,100%,100%,Entire home/apt,8,53.0,"['email', 'phone']",1 bath,1000.0,Vanessa,52140253,1.0,bath,52140253
8035,329031599,12,Bgles,95%,100%,Private room,53,80.0,"['email', 'phone']",1 private bath,1000.0,Elianne,52140890,1.0,private bath,52140890
8036,104868678,10,Talence,93%,100%,Entire home/apt,15,132.0,"['email', 'phone']",2 baths,1000.0,Aurélie,52145574,2.0,baths,52145574
8037,965928,0,Centre ville (Bordeaux),50%,56%,Entire home/apt,40,179.0,['phone'],2 baths,40.0,Jean Pierre,52164018,2.0,baths,52164018
8039,348233869,0,Centre ville (Bordeaux),80%,100%,Private room,31,86.0,"['email', 'phone']",1 private bath,469.0,Marine,52360389,1.0,private bath,52360389
8040,417802448,0,Nansouty - Saint Gens,0%,100%,Private room,30,150.0,"['email', 'phone']",1 private bath,1000.0,Frédéric,52361901,1.0,private bath,52361901
8041,417802448,0,Bordeaux Sud,0%,100%,Private room,26,169.0,"['email', 'phone']",1 private bath,1000.0,Frédéric,52361903,1.0,private bath,52361903
8043,38020514,24,Bgles,74%,94%,Private room,15,37.0,"['email', 'phone']",1 private bath,13.0,Marie,52366392,1.0,private bath,52366392
8044,50306537,14,Centre ville (Merignac),53%,80%,Entire home/apt,31,70.0,"['email', 'phone']",1 bath,493.0,Alan,52366522,1.0,bath,52366522
8045,183721752,4,Arlac,71%,86%,Private room,35,19.0,"['email', 'phone']",1 shared bath,186.0,Maxime,52370609,1.0,shared bath,52370609
8047,41880394,57,Bordeaux Sud,99%,100%,Private room,18,61.0,"['email', 'phone']",1 private bath,493.0,Yann,52418456,1.0,private bath,52418456
8048,13870329,187,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Entire home/apt,13,156.0,"['email', 'phone']",2 baths,1000.0,Georges,52430305,2.0,baths,52430305
8049,157937752,5,Bordeaux Maritime,99%,96%,Entire home/apt,33,850.0,"['email', 'phone']",5 baths,832.0,Louis,52433344,5.0,baths,52433344
8052,424460742,48,Bordeaux Maritime,100%,100%,Entire home/apt,29,78.0,"['email', 'phone']",2 baths,311.0,Thierry,52441379,2.0,baths,52441379
8053,47188786,34,Saint Augustin - Tauzin - Alphonse Dupeux,93%,100%,Entire home/apt,49,269.0,"['email', 'phone']",2 baths,466.0,Vincent,52441762,2.0,baths,52441762
8054,131423031,43,Chartrons - Grand Parc - Jardin Public,99%,100%,Private room,42,67.0,"['email', 'phone', 'work_email']",1 private bath,929.0,Emilie,52459863,1.0,private bath,52459863
8055,31155095,11,Floirac,99%,100%,Private room,30,45.0,"['email', 'phone']",2.5 baths,395.0,Juliette,52465423,2.5,baths,52465423
8056,88959647,28,Centre ville (Bordeaux),55%,40%,Entire home/apt,18,80.0,"['email', 'phone']",1.5 baths,499.0,Enguerran,52465611,1.5,baths,52465611
8057,9731248,7,Caudran,99%,100%,Entire home/apt,47,164.0,"['email', 'phone', 'work_email']",2.5 baths,897.0,Nathaniel,52467205,2.5,baths,52467205
8058,423553924,1,Chemin Long,100%,100%,Private room,23,63.0,['phone'],1 private bath,225.0,Sophie,52470448,1.0,private bath,52470448
8059,422321833,38,Le Bouscat,98%,100%,Entire home/apt,7,46.0,"['email', 'phone']",1 bath,1000.0,Marion,52169264,1.0,bath,52169264
8060,37378732,11,Gambetta-Mairie-Lissandre,100%,100%,Private room,46,26.0,"['email', 'phone']",1 private bath,92.0,Chloe,52184022,1.0,private bath,52184022
8061,41231694,38,Talence,90%,93%,Entire home/apt,25,53.0,"['email', 'phone']",1 bath,1000.0,Amélie,52196076,1.0,bath,52196076
8062,55246057,13,Centre ville (Bordeaux),100%,100%,Private room,25,35.0,"['email', 'phone']",1 shared bath,367.0,Jean-Baptiste,52205738,1.0,shared bath,52205738
8063,419013153,2,Le Bouscat,100%,100%,Private room,22,60.0,"['email', 'phone']",1 shared bath,751.0,Joelle,51721408,1.0,shared bath,51721408
8064,29525823,0,Caudran,67%,100%,Entire home/apt,43,30.0,"['email', 'phone']",1 bath,870.0,Marielle,52470558,1.0,bath,52470558
8065,163133758,12,Lormont,71%,100%,Entire home/apt,42,110.0,"['email', 'phone']",2 baths,1000.0,Delphine,52217717,2.0,baths,52217717
8066,414256747,16,Chartrons - Grand Parc - Jardin Public,100%,67%,Entire home/apt,21,82.0,"['email', 'phone']",1 bath,605.0,Alfred,52228377,1.0,bath,52228377
8067,68031094,7,Bgles,69%,100%,Entire home/apt,38,75.0,"['email', 'phone']",1 bath,526.0,Xavier,51724306,1.0,bath,51724306
8068,32338820,45,Palmer-Gravires-Cavailles,99%,100%,Entire home/apt,34,50.0,"['email', 'phone']",1 bath,586.0,Okan,51729094,1.0,bath,51729094
8069,197456748,18,Le Vallon-Les Echoppes,97%,100%,Private room,26,30.0,"['email', 'phone']",1 shared bath,878.0,Delphine,52470762,1.0,shared bath,52470762
8070,213727391,12,Centre ville (Bordeaux),100%,100%,Entire home/apt,40,400.0,"['email', 'phone', 'work_email']",1 bath,501.0,Jordan,51738561,1.0,bath,51738561
8071,422797239,0,Bgles,100%,100%,Private room,8,40.0,"['email', 'phone']",1 shared bath,52.0,Salomon,52228777,1.0,shared bath,52228777
8072,165223360,33,Palmer-Gravires-Cavailles,96%,100%,Entire home/apt,24,57.0,"['email', 'phone']",1 bath,250.0,Bruno,51741444,1.0,bath,51741444
8074,199465638,3,La Bastide,86%,100%,Entire home/apt,30,75.0,"['email', 'phone']",1 bath,1000.0,Chahîda,51746368,1.0,bath,51746368
8075,388136752,55,Bordeaux Sud,98%,80%,Private room,46,40.0,"['email', 'phone']",1 shared bath,55.0,Karine,52480833,1.0,shared bath,52480833
8076,25347634,10,Bouliac,93%,100%,Entire home/apt,28,60.0,"['email', 'phone']",1 bath,751.0,Marion,52229305,1.0,bath,52229305
8077,9382960,0,Bordeaux Sud,93%,94%,Entire home/apt,16,67.0,"['email', 'phone']",1.5 baths,216.0,Kareen,51758642,1.5,baths,51758642
8078,72691486,0,Bordeaux Sud,84%,60%,Entire home/apt,31,67.0,"['email', 'phone']",1.5 baths,405.0,Arnaud,51758644,1.5,baths,51758644
8079,62564946,42,Capeyron,99%,100%,Entire home/apt,33,51.0,"['email', 'phone', 'work_email']",1 bath,148.0,Gaetane,51762513,1.0,bath,51762513
8080,5486312,12,Bgles,93%,100%,Entire home/apt,39,110.0,"['email', 'phone']",2 baths,855.0,Gerard,51764162,2.0,baths,51764162
8081,214294962,16,Bordeaux Maritime,100%,100%,Private room,18,65.0,['phone'],1 bath,496.0,Corinne,51776734,1.0,bath,51776734
8082,26584339,1,Bordeaux Sud,25%,83%,Entire home/apt,19,90.0,"['email', 'phone']",1 bath,541.0,Aurélie,52231180,1.0,bath,52231180
8083,87554401,41,Le Bouscat,100%,99%,Entire home/apt,37,84.0,"['email', 'phone']",1 bath,1000.0,Il Était Une Nuit,51778944,1.0,bath,51778944
8084,338573359,1,Saint Augustin - Tauzin - Alphonse Dupeux,86%,90%,Entire home/apt,14,60.0,['phone'],1 bath,494.0,Catherine,51778990,1.0,bath,51778990
8085,405403585,15,Centre ville (Bordeaux),93%,100%,Private room,38,57.0,['phone'],1 private bath,60.0,Aryele,51781038,1.0,private bath,51781038
8086,15060172,17,Bourran,95%,100%,Private room,41,39.0,"['email', 'phone']",1 shared bath,443.0,Manuel,51791052,1.0,shared bath,51791052
8088,318563578,13,La Bastide,76%,100%,Private room,42,31.0,"['email', 'phone']",1 shared bath,391.0,Florian,52482319,1.0,shared bath,52482319
8089,18796190,46,Bordeaux Sud,99%,97%,Entire home/apt,38,66.0,"['email', 'phone']",1 bath,1000.0,Julie,51794739,1.0,bath,51794739
8090,100777338,7,Bordeaux Sud,67%,100%,Private room,26,41.0,"['email', 'phone']",1 shared bath,274.0,Mila,51797412,1.0,shared bath,51797412
8091,282451430,13,Centre ville (Bordeaux),97%,67%,Private room,14,55.0,['phone'],1 shared bath,85.0,Louis,52231411,1.0,shared bath,52231411
8092,58365188,1,Carbon-Blanc,25%,100%,Entire home/apt,50,150.0,"['email', 'phone']",1 bath,1000.0,Leslie Et Laurent,51801304,1.0,bath,51801304
8093,17151497,13,Le Bouscat,100%,100%,Entire home/apt,37,79.0,"['email', 'phone']",1 bath,1000.0,Valentin,51812634,1.0,bath,51812634
8094,27727899,5,Artigues-Prs-Bordeaux,100%,90%,Entire home/apt,49,196.0,"['email', 'phone']",2 baths,187.0,Estelle,52235874,2.0,baths,52235874
8095,26366561,6,Chartrons - Grand Parc - Jardin Public,59%,100%,Entire home/apt,21,61.0,"['email', 'phone']",1 bath,785.0,Eliane,52252835,1.0,bath,52252835
8096,14843552,31,Plaisance-Loret-Maregue,75%,100%,Entire home/apt,57,100.0,"['email', 'phone']",1.5 baths,451.0,Anouar,52258100,1.5,baths,52258100
8097,423028924,15,Le Monteil,79%,100%,Private room,41,35.0,['phone'],1 shared bath,291.0,Marie-Pierre,52262156,1.0,shared bath,52262156
8098,401844285,2,Chartrons - Grand Parc - Jardin Public,92%,100%,Entire home/apt,22,93.0,['phone'],1 bath,211.0,Clémentine,52285079,1.0,bath,52285079
8099,272779679,5,Saint-Mdard-en-Jalles,53%,75%,Private room,21,33.0,"['email', 'phone']",1 private bath,310.0,Jacqueline,52303966,1.0,private bath,52303966
8100,424640414,7,Talence,77%,100%,Entire home/apt,22,100.0,"['email', 'phone']",1 bath,536.0,Gabriela Et Antoine,52482558,1.0,bath,52482558
8101,424840011,69,Bruges,97%,100%,Entire home/apt,34,48.0,['phone'],1 bath,669.0,Elsa,52486787,1.0,bath,52486787
8102,78867025,4,Le Monteil,80%,100%,Entire home/apt,40,65.0,"['email', 'phone']",1 bath,314.0,Severine,52491621,1.0,bath,52491621
8103,110836804,42,Floirac,96%,100%,Private room,48,45.0,"['email', 'phone']",1 shared bath,549.0,Kévin Et Aurore,52491759,1.0,shared bath,52491759
8104,24154420,5,Bordeaux Sud,37%,100%,Entire home/apt,22,100.0,"['email', 'phone']",1 bath,585.0,Coline,52491808,1.0,bath,52491808
8105,388566882,38,Chartrons - Grand Parc - Jardin Public,89%,78%,Entire home/apt,44,95.0,"['email', 'phone']",1 bath,569.0,Kathleen,52513411,1.0,bath,52513411
8106,16630861,3,La Glacire,50%,100%,Entire home/apt,23,84.0,"['email', 'phone']",1 bath,258.0,Isabelle,52529116,1.0,bath,52529116
8107,31406210,63,Floirac,97%,100%,Entire home/apt,45,55.0,"['email', 'phone']",1 bath,518.0,Orianne,52532935,1.0,bath,52532935
8108,18076302,10,Caudran,77%,80%,Entire home/apt,40,89.0,"['email', 'phone']",1 bath,40.0,Stanislas,52540158,1.0,bath,52540158
8109,415184677,4,Villenave-d'Ornon,53%,70%,Entire home/apt,14,70.0,"['email', 'phone']",1 bath,48.0,Laurie,52540802,1.0,bath,52540802
8110,51900855,70,Bgles,100%,100%,Entire home/apt,48,103.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Fabien,52311576,1.0,bath,52311576
8112,192055400,29,La Glacire,99%,100%,Entire home/apt,37,90.0,"['email', 'phone']",1 bath,588.0,Valérie,52315840,1.0,bath,52315840
8114,97990564,11,Bordeaux Sud,80%,100%,Entire home/apt,23,59.0,['phone'],1 bath,557.0,Mégane Et Jonathan,51812763,1.0,bath,51812763
8115,423418731,31,Centre ville (Bordeaux),100%,100%,Entire home/apt,19,124.0,"['email', 'phone']",1 bath,1000.0,Aurielen,52317071,1.0,bath,52317071
8116,94827434,14,Chartrons - Grand Parc - Jardin Public,90%,88%,Entire home/apt,38,100.0,"['email', 'phone']",1 bath,1000.0,Charlotte,51820795,1.0,bath,51820795
8117,66229201,6,Chartrons - Grand Parc - Jardin Public,94%,100%,Entire home/apt,42,36.0,"['email', 'phone']",1 bath,354.0,Kévin,52542371,1.0,bath,52542371
8118,270763311,4,Villenave-d'Ornon,39%,100%,Entire home/apt,35,90.0,"['email', 'phone']",1 bath,396.0,Sandrine,51829203,1.0,bath,51829203
8119,419897481,30,Nansouty - Saint Gens,92%,100%,Private room,35,40.0,"['email', 'phone']",1 private bath,463.0,Jeanne,51833686,1.0,private bath,51833686
8120,253898121,17,Nansouty - Saint Gens,93%,100%,Entire home/apt,17,200.0,"['email', 'phone']",1 bath,1000.0,Denis,52544865,1.0,bath,52544865
8121,22606051,1,Bordeaux Maritime,43%,100%,Private room,11,61.0,"['email', 'phone']",1 shared bath,149.0,Clemence,52545912,1.0,shared bath,52545912
8122,47630405,35,Centre ville (Bordeaux),99%,100%,Entire home/apt,21,93.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Nicolas,52547000,1.0,bath,52547000
8123,423429644,18,Bordeaux Maritime,100%,100%,Entire home/apt,44,74.0,"['email', 'phone']",1 bath,1000.0,Jean-Gabriel,52318350,1.0,bath,52318350
8124,12612009,1,Bgles,86%,100%,Private room,14,58.0,"['email', 'phone']",1 private bath,444.0,Benedicte,51838259,1.0,private bath,51838259
8125,92091776,8,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Entire home/apt,44,132.0,"['email', 'phone']",1 bath,882.0,Emmanuelle,52329251,1.0,bath,52329251
8126,423553924,1,Chemin Long,100%,100%,Entire home/apt,26,100.0,['phone'],1 bath,697.0,Sophie,52332644,1.0,bath,52332644
8127,30578905,7,Centre ville (Bordeaux),52%,100%,Entire home/apt,35,60.0,"['email', 'phone']",1 bath,524.0,Rachel,52349828,1.0,bath,52349828
8128,26394415,7,Chartrons - Grand Parc - Jardin Public,52%,90%,Entire home/apt,9,64.0,"['email', 'phone']",1 bath,933.0,Tanguy,52650837,1.0,bath,52650837
8129,63330022,3,Saint-Mdard-en-Jalles,46%,100%,Entire home/apt,52,150.0,"['email', 'phone']",2 baths,492.0,Justine,52655113,2.0,baths,52655113
8130,66420424,11,Centre ville (Bordeaux),81%,100%,Entire home/apt,40,229.0,"['email', 'phone']",2 baths,1000.0,Bérengère,52667884,2.0,baths,52667884
8131,89797577,7,Blanquefort,100%,100%,Entire home/apt,35,78.0,"['email', 'phone']",1 bath,413.0,Virginie,52547387,1.0,bath,52547387
8134,101857739,2,France Alouette,75%,100%,Private room,22,43.0,"['email', 'phone']",1 private bath,969.0,Corinne,52562006,1.0,private bath,52562006
8136,37908819,36,La Bastide,85%,80%,Private room,27,46.0,"['email', 'phone']",1 private bath,1000.0,Yasmina,51855831,1.0,private bath,51855831
8137,4283001,8,Bordeaux Sud,100%,100%,Entire home/apt,50,200.0,"['email', 'phone']",1 bath,1000.0,David,52580207,1.0,bath,52580207
8139,387487824,18,Le Taillan-Mdoc,78%,100%,Entire home/apt,52,216.0,"['email', 'phone']",2 baths,976.0,Melanie,52592184,2.0,baths,52592184
8140,426347793,3,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Entire home/apt,37,110.0,"['email', 'phone']",1 bath,1000.0,"Laurent ,Samia",52669365,1.0,bath,52669365
8141,352850889,32,Saige,93%,100%,Private room,28,25.0,"['email', 'phone']",1 shared bath,86.0,Christel,52669801,1.0,shared bath,52669801
8142,185539216,1,Bruges,33%,100%,Entire home/apt,10,68.0,"['email', 'phone']",1 bath,390.0,Melody,52671526,1.0,bath,52671526
8143,36761715,38,Verthamon,98%,100%,Entire home/apt,45,82.0,"['email', 'phone']",1 bath,533.0,Florian,52681597,1.0,bath,52681597
8144,29558232,8,Le Bourg,75%,100%,Private room,47,39.0,"['email', 'phone']",1 shared bath,400.0,Florence,52684346,1.0,shared bath,52684346
8145,6307546,7,Bordeaux Sud,81%,100%,Entire home/apt,38,80.0,"['email', 'phone']",1 bath,40.0,Christine,52593528,1.0,bath,52593528
8146,420084611,26,Le Bouscat,97%,100%,Private room,28,36.0,"['email', 'phone']",1 private bath,642.0,Didier,51859453,1.0,private bath,51859453
8147,115324190,15,Caudran,73%,90%,Entire home/apt,39,247.0,"['email', 'phone']",3.5 baths,1000.0,Rodolphe,52596194,3.5,baths,52596194
8148,30533713,14,Le Haillan,85%,100%,Private room,36,37.0,"['email', 'phone']",1 shared bath,1000.0,Laurent Mél Lily,52687791,1.0,shared bath,52687791
8150,103451910,23,Parempuyre,90%,100%,Entire home/apt,27,65.0,['phone'],1 bath,1000.0,Kevin,52697072,1.0,bath,52697072
8152,65104670,10,Le Bouscat,100%,100%,Entire home/apt,43,120.0,"['email', 'phone', 'work_email']",1 bath,509.0,Romain,52597117,1.0,bath,52597117
8153,120609746,14,Centre ville (Bordeaux),100%,100%,Entire home/apt,38,106.0,"['email', 'phone']",1 bath,40.0,Sacha,52597156,1.0,bath,52597156
8154,79670987,28,Centre ville (Bordeaux),92%,100%,Private room,26,150.0,"['email', 'phone', 'work_email']",1 shared bath,936.0,Maxime,52609025,1.0,shared bath,52609025
8155,21690933,42,Bgles,63%,96%,Private room,17,40.0,"['email', 'phone']",1 private bath,926.0,Anne,51877181,1.0,private bath,51877181
8156,88517230,18,Eysines,100%,100%,Entire home/apt,33,81.0,['phone'],1 bath,1000.0,Emilie,52613857,1.0,bath,52613857
8157,45013924,29,La Bastide,78%,100%,Entire home/apt,33,65.0,"['email', 'phone']",1 bath,909.0,Jimmy,52702384,1.0,bath,52702384
8159,2671260,5,Saint Augustin - Tauzin - Alphonse Dupeux,98%,100%,Private room,42,75.0,"['email', 'phone']",1 private bath,1000.0,Claire,52624999,1.0,private bath,52624999
8160,16675969,7,Chartrons - Grand Parc - Jardin Public,78%,100%,Entire home/apt,46,90.0,"['email', 'phone']",1 bath,1000.0,Vincent,51883245,1.0,bath,51883245
8161,14178423,0,La Bastide,0%,100%,Entire home/apt,21,55.0,"['email', 'phone']",1 bath,302.0,Anthony,52709266,1.0,bath,52709266
8162,22617628,11,Le Monteil,79%,100%,Entire home/apt,52,140.0,"['email', 'phone', 'work_email']",2 baths,538.0,Stephane,52732670,2.0,baths,52732670
8163,352504263,5,Bordeaux Sud,73%,60%,Entire home/apt,4,45.0,"['email', 'phone']",1 bath,510.0,Geraldine,52625433,1.0,bath,52625433
8164,36295150,6,Parempuyre,50%,100%,Entire home/apt,42,80.0,"['email', 'phone']",1 bath,1000.0,Béatrice,52644373,1.0,bath,52644373
